,date,home,homeID,hscore,road,roadID,rscore,lineavg
0,11/10/2017,Arizona,1112,101.0,Northern Arizona,1319,67.0,31.12
1,11/10/2017,Arizona St.,1113,94.0,Idaho St.,1226,74.0,20.27
2,11/10/2017,Arkansas,1116,95.0,Samford,1359,56.0,15.19
3,11/10/2017,California,1143,66.0,Cal Riverside,1415,74.0,16.93
4,11/10/2017,Central Florida,1416,88.0,Mercer,1273,79.0,9.59
5,11/10/2017,Charleston,1158,68.0,Siena,1373,60.0,10.15
6,11/10/2017,Clemson,1155,85.0,Western Carolina,1441,57.0,21.87
7,11/10/2017,Colorado,1160,66.0,Northern Colorado,1294,51.0,15.53
8,11/10/2017,Colorado St.,1161,72.0,CS Sacramento,1170,61.0,15.03
9,11/10/2017,Creighton,1166,92.0,Yale,1463,76.0,12.5
10,11/10/2017,Dayton,1173,78.0,Ball St.,1123,77.0,11.23
11,11/10/2017,Drexel,1180,69.0,Bowling Green,1132,78.0,2.52
12,11/10/2017,Duke,1181,97.0,Elon,1189,68.0,20.79
13,11/10/2017,Evansville,1191,77.0,Arkansas St.,1117,63.0,2.6
14,11/10/2017,Fordham,1200,54.0,Miami-Ohio,1275,55.0,7.28
15,11/10/2017,Hawaii,1218,82.0,Arkansas Pine Bluff,1115,70.0,18.33
16,11/10/2017,Indiana,1231,69.0,Indiana St.,1232,90.0,16.22
17,11/10/2017,Kansas,1242,92.0,Tennessee St.,1398,56.0,25.51
18,11/10/2017,Kentucky,1246,73.0,Utah Valley,1430,63.0,23.2
19,11/10/2017,Loyola-Chicago,1260,84.0,Wright St.,1460,80.0,7.81
20,11/10/2017,Marshall,1267,102.0,Tennessee-Martin,1404,91.0,6.4
21,11/10/2017,Memphis,1272,70.0,Alabama,1104,82.0,-8.11
22,11/10/2017,Michigan St.,1277,98.0,North Florida,1316,66.0,24.84
23,11/10/2017,Mississippi,1279,94.0,Louisiana-Lafayette,1418,76.0,9.96
24,11/10/2017,Missouri,1281,74.0,Iowa St.,1235,59.0,-4.14
25,11/10/2017,Montana St.,1286,89.0,Nebraska Omaha,1303,80.0,0.11
26,11/10/2017,Navy,1298,71.0,Pittsburgh,1338,62.0,-4.66
27,11/10/2017,Nevada,1305,88.0,Idaho,1225,64.0,13.14
28,11/10/2017,North Carolina,1314,86.0,Northern Iowa,1320,69.0,20.53
29,11/10/2017,North Carolina St.,1301,102.0,VMI,1440,67.0,22.17
30,11/10/2017,Northern Kentucky,1297,81.0,East Tennessee St.,1190,63.0,0.21
31,11/10/2017,Oakland,1324,85.0,IPFW,1236,71.0,6.98
32,11/10/2017,Oklahoma St.,1329,78.0,Pepperdine,1337,47.0,21.32
33,11/10/2017,Old Dominion,1330,57.0,Towson,1406,54.0,2.49
34,11/10/2017,Oregon St.,1333,99.0,Southern Utah,1381,82.0,16.37
35,11/10/2017,Purdue,1345,105.0,SIU Edwardsville,1188,74.0,30.2
36,11/10/2017,Rice,1349,72.0,Eastern Kentucky,1184,73.0,3.76
37,11/10/2017,Richmond,1350,63.0,Delaware,1174,76.0,13.59
38,11/10/2017,San Francisco,1362,71.0,Long Beach St.,1253,83.0,9.95
39,11/10/2017,Seton Hall,1371,90.0,Fairleigh Dickinson,1192,68.0,22.57
40,11/10/2017,South Dakota St.,1355,65.0,UC Irvine,1414,54.0,3.43
41,11/10/2017,South Florida,1378,60.0,Florida Atlantic,1194,59.0,3.91
42,11/10/2017,St. Bonaventure,1382,75.0,Niagara,1310,77.0,15.0
43,11/10/2017,Stanford,1390,78.0,Cal Poly SLO,1142,62.0,17.9
44,11/10/2017,Syracuse,1393,77.0,Cornell,1165,45.0,19.22
45,11/10/2017,TCU,1395,83.0,Louisiana-Monroe,1419,73.0,22.16
46,11/10/2017,Texas Tech,1403,75.0,South Alabama,1375,50.0,19.84
47,11/10/2017,Troy St.,1407,80.0,North Dakota,1315,83.0,2.6
48,11/10/2017,UCLA,1417,63.0,Georgia Tech,1210,60.0,6.59
49,11/10/2017,USC,1425,84.0,Cal St. Fullerton,1168,42.0,20.72
50,11/10/2017,Vanderbilt,1435,73.0,Austin Peay,1122,54.0,23.18
51,11/10/2017,Villanova,1437,75.0,Columbia,1162,60.0,25.31
52,11/10/2017,Virginia,1438,60.0,NC Greensboro,1422,48.0,20.17
53,11/10/2017,Virginia Tech,1439,111.0,Detroit,1178,79.0,20.37
54,11/10/2017,Wake Forest,1448,83.0,Georgia Southern,1204,85.0,13.94
55,11/10/2017,Washington,1449,86.0,Belmont,1125,82.0,1.33
56,11/10/2017,Weber St.,1451,65.0,Utah St.,1429,59.0,0.41
57,11/10/2017,West Virginia,1452,65.0,Texas A&M,1401,88.0,7.42
58,11/10/2017,Western Kentucky,1443,80.0,SW Missouri St.,1283,85.0,-3.08
59,11/10/2017,Wofford,1459,52.0,South Carolina,1376,73.0,-9.26
60,11/10/2017,Wyoming,1461,74.0,Chattanooga,1151,65.0,7.67
61,11/10/2017,Xavier,1462,101.0,Morehead St.,1287,49.0,21.14
62,11/11/2017,Akron,1103,67.0,Cleveland St.,1156,57.0,9.75
63,11/11/2017,Bradley,1133,68.0,IUPUI,1237,53.0,5.83
64,11/11/2017,Buffalo,1138,80.0,Canisius,1145,75.0,8.58
65,11/11/2017,DePaul,1177,58.0,Notre Dame,1323,72.0,-10.67
66,11/11/2017,Fairfield,1193,80.0,Pennsylvania,1335,72.0,0.56
67,11/11/2017,La Salle,1247,61.0,St. Peter's,1389,40.0,4.18
68,11/11/2017,Nebraska,1304,72.0,Eastern Illinois,1183,68.0,12.54
69,11/11/2017,Portland,1339,75.0,Portland St.,1340,80.0,2.51
70,11/11/2017,Quinnipiac,1346,78.0,Dartmouth,1171,77.0,1.27
71,11/11/2017,Texas Arlington,1426,85.0,Loyola Marymount,1258,80.0,12.05
72,11/11/2017,Toledo,1405,98.0,St. Joseph's PA,1386,87.0,2.36
73,11/11/2017,UC Santa Barbara,1364,85.0,North Dakota St.,1295,66.0,-3.48
74,11/11/2017,UNLV,1424,108.0,Florida A&M,1197,66.0,18.94
75,11/11/2017,Youngstown St.,1464,78.0,Kent St.,1245,111.0,-8.31
76,11/12/2017,Air Force,1102,65.0,Texas St.,1402,57.0,1.59
77,11/12/2017,Arizona,1112,103.0,MD Baltimore Co,1420,78.0,23.35
78,11/12/2017,Arkansas,1116,101.0,Bucknell,1137,73.0,10.79
79,11/12/2017,Boise St.,1129,90.0,Southern Utah,1381,69.0,21.61
80,11/12/2017,Butler,1139,85.0,Princeton,1343,75.0,10.28
81,11/12/2017,California,1143,85.0,Cal Poly SLO,1142,82.0,13.24
82,11/12/2017,Denver,1176,69.0,UC Irvine,1414,83.0,1.15
83,11/12/2017,Harvard,1217,70.0,Massachusetts,1269,67.0,6.23
84,11/12/2017,Hawaii,1218,81.0,North Dakota,1315,78.0,1.53
85,11/12/2017,Illinois,1228,77.0,Tennessee-Martin,1404,74.0,16.62
86,11/12/2017,Indiana,1231,86.0,Howard,1224,77.0,23.83
87,11/12/2017,Kentucky,1246,73.0,Vermont,1436,69.0,14.93
88,11/12/2017,Louisville,1257,72.0,George Mason,1206,61.0,19.83
89,11/12/2017,Oklahoma,1328,108.0,Nebraska Omaha,1303,89.0,17.12
90,11/12/2017,SMU,1374,83.0,Louisiana-Monroe,1419,65.0,21.79
91,11/12/2017,San Jose St.,1363,64.0,San Diego,1360,81.0,3.74
92,11/12/2017,Seton Hall,1371,75.0,Monmouth,1284,65.0,12.5
93,11/12/2017,Stanford,1390,89.0,Pacific,1334,80.0,14.44
94,11/12/2017,Troy St.,1407,81.0,Arkansas Pine Bluff,1115,57.0,16.29
95,11/12/2017,Virginia Tech,1439,132.0,Citadel,1154,93.0,24.6
96,11/12/2017,Washington,1449,79.0,Eastern Washington,1186,69.0,9.23
97,11/12/2017,Wisconsin,1458,89.0,Yale,1463,61.0,15.26
98,11/13/2017,Belmont,1125,69.0,Vanderbilt,1435,60.0,-5.19
99,11/13/2017,Bowling Green,1132,79.0,South Dakota,1377,88.0,0.53
100,11/13/2017,Cincinnati,1153,102.0,Western Carolina,1441,51.0,29.37
101,11/13/2017,DePaul,1177,81.0,Delaware St.,1175,57.0,20.47
102,11/13/2017,Florida,1196,116.0,Gardner Webb,1205,74.0,24.0
103,11/13/2017,Fresno St.,1201,89.0,CS Northridge,1169,73.0,14.85
104,11/13/2017,Hawaii,1218,72.0,Troy St.,1407,67.0,0.23
105,11/13/2017,Illinois-Chicago,1227,82.0,St. Joseph's PA,1386,86.0,-0.19
106,11/13/2017,Iowa St.,1235,56.0,Wisconsin-Milwaukee,1454,74.0,19.86
107,11/13/2017,James Madison,1241,53.0,Old Dominion,1330,69.0,-3.96
108,11/13/2017,Louisiana Tech,1256,96.0,SE Missouri St.,1369,95.0,13.97
109,11/13/2017,Michigan,1276,72.0,Central Michigan,1141,65.0,20.77
110,11/13/2017,Mississippi,1279,85.0,Eastern Kentucky,1184,75.0,16.61
111,11/13/2017,Missouri,1281,99.0,Wagner,1447,55.0,16.7
112,11/13/2017,Murray St.,1293,67.0,Middle Tenn St.,1292,72.0,-6.12
113,11/13/2017,Nebraska,1304,86.0,North Texas,1317,67.0,16.08
114,11/13/2017,Nevada,1305,88.0,Rhode Island,1348,81.0,0.04
115,11/13/2017,North Dakota,1315,80.0,Arkansas Pine Bluff,1115,71.0,16.87
116,11/13/2017,Northern Colorado,1294,59.0,UC Davis,1413,74.0,1.1
117,11/13/2017,Northwestern,1321,75.0,St. Peter's,1389,66.0,15.24
118,11/13/2017,Oklahoma St.,1329,83.0,NC Charlotte,1150,65.0,20.33
119,11/13/2017,Oregon,1332,100.0,Prairie View,1341,67.0,28.04
120,11/13/2017,Oregon St.,1333,66.0,Wyoming,1461,75.0,0.88
121,11/13/2017,Pennsylvania,1335,71.0,La Salle,1247,75.0,-1.41
122,11/13/2017,Pittsburgh,1338,78.0,Montana,1285,83.0,7.79
123,11/13/2017,Providence,1344,74.0,Minnesota,1278,86.0,3.17
124,11/13/2017,Quinnipiac,1346,72.0,Brown,1135,79.0,2.21
125,11/13/2017,Richmond,1350,61.0,Jacksonville St.,1240,94.0,6.37
126,11/13/2017,South Carolina,1376,78.0,Western Michigan,1444,60.0,15.4
127,11/13/2017,TCU,1395,100.0,Tennessee Tech,1399,63.0,21.5
128,11/13/2017,Tulsa,1409,90.0,Oral Roberts,1331,71.0,8.88
129,11/13/2017,UAB,1412,89.0,Chattanooga,1151,47.0,7.9
130,11/13/2017,USC,1425,75.0,North Dakota St.,1295,65.0,20.31
131,11/13/2017,Utah St.,1429,81.0,Montana St.,1286,73.0,6.85
132,11/13/2017,Virginia,1438,93.0,Austin Peay,1122,49.0,27.06
133,11/13/2017,Wichita St.,1455,81.0,Charleston,1158,63.0,17.62
134,11/13/2017,Xavier,1462,101.0,Rider,1351,75.0,21.74
135,11/14/2017,Air Force,1102,93.0,Canisius,1145,79.0,3.72
136,11/14/2017,Alabama,1104,86.0,Lipscomb,1252,64.0,15.95
137,11/14/2017,Arizona St.,1113,90.0,San Diego St.,1361,68.0,1.59
138,11/14/2017,Bradley,1133,61.0,Delaware,1174,53.0,4.33
139,11/14/2017,Colorado,1160,89.0,Denver,1176,62.0,12.67
140,11/14/2017,Davidson,1172,108.0,NC Wilmington,1423,81.0,8.19
141,11/14/2017,Duke,1181,88.0,Michigan St.,1277,81.0,3.61
142,11/14/2017,Duquesne,1182,77.0,VMI,1440,61.0,13.71
143,11/14/2017,Florida St.,1199,87.0,George Washington,1203,67.0,14.32
144,11/14/2017,Furman,1202,76.0,Elon,1189,67.0,2.61
145,11/14/2017,Kentucky,1246,61.0,Kansas,1242,65.0,-3.41
146,11/14/2017,Marquette,1266,71.0,Purdue,1345,86.0,-4.74
147,11/14/2017,Memphis,1272,70.0,Arkansas-Little Rock,1114,62.0,13.48
148,11/14/2017,Miami-Ohio,1275,73.0,Wright St.,1460,67.0,-0.55
149,11/14/2017,New Mexico,1307,103.0,Nebraska Omaha,1303,71.0,8.9
150,11/14/2017,Northern Illinois,1296,85.0,Wisconsin-Green Bay,1453,65.0,2.52
151,11/14/2017,Rice,1349,54.0,Georgia St.,1209,75.0,-2.96
152,11/14/2017,Rutgers,1353,70.0,Cleveland St.,1156,38.0,10.07
153,11/14/2017,St. John's,1385,80.0,Central Conn. St.,1148,55.0,23.36
154,11/14/2017,Stanford,1390,61.0,Eastern Washington,1186,67.0,14.17
155,11/14/2017,Syracuse,1393,71.0,Iona,1233,62.0,12.23
156,11/14/2017,Villanova,1437,113.0,Nicholls St.,1311,77.0,33.1
157,11/15/2017,Buffalo,1138,81.0,Jacksonville St.,1240,76.0,3.91
158,11/15/2017,Loyola Marymount,1258,76.0,Cal Riverside,1415,64.0,3.69
159,11/15/2017,Maryland,1268,79.0,Butler,1139,65.0,3.69
160,11/15/2017,Minnesota,1278,107.0,Niagara,1310,81.0,19.68
161,11/15/2017,Northwestern,1321,88.0,Creighton,1166,92.0,0.86
162,11/15/2017,Oklahoma,1328,108.0,Ball St.,1123,69.0,13.5
163,11/15/2017,Pacific,1334,58.0,UC Davis,1413,62.0,1.76
164,11/15/2017,Penn St.,1336,70.0,Montana,1285,57.0,10.89
165,11/15/2017,Pittsburgh,1338,70.0,UC Santa Barbara,1364,62.0,8.91
166,11/15/2017,Princeton,1343,56.0,BYU,1140,65.0,1.37
167,11/15/2017,SIU Edwardsville,1188,69.0,Valparaiso,1434,94.0,-9.66
168,11/15/2017,Santa Clara,1365,63.0,Nevada,1305,93.0,-4.94
169,11/15/2017,Seton Hall,1371,84.0,Indiana,1231,68.0,9.99
170,11/15/2017,St. Mary's,1388,76.0,Cal St. Fullerton,1168,57.0,25.09
171,11/15/2017,TCU,1395,76.0,South Dakota,1377,71.0,15.37
172,11/15/2017,Texas St.,1402,78.0,Texas San Antonio,1427,79.0,7.77
173,11/15/2017,UCLA,1417,106.0,Central Arkansas,1146,101.0,29.35
174,11/15/2017,UNLV,1424,98.0,Prairie View,1341,63.0,16.48
175,11/15/2017,Washington St.,1450,75.0,Seattle,1370,59.0,8.44
176,11/15/2017,Western Illinois,1442,56.0,Eastern Illinois,1183,54.0,-1.17
177,11/16/2017,Arizona,1112,91.0,CS Bakersfield,1167,59.0,20.72
178,11/16/2017,Auburn,1120,83.0,Indiana St.,1232,64.0,5.05
179,11/16/2017,California,1143,79.0,Wofford,1459,65.0,7.78
180,11/16/2017,Clemson,1155,81.0,Ohio,1325,76.0,8.24
181,11/16/2017,Dayton,1173,69.0,Hofstra,1220,72.0,6.52
182,11/16/2017,Eastern Michigan,1185,76.0,Arkansas St.,1117,59.0,3.86
183,11/16/2017,Evansville,1191,66.0,SE Missouri St.,1369,50.0,11.5
184,11/16/2017,Florida,1196,108.0,North Florida,1316,68.0,27.9
185,11/16/2017,Iowa St.,1235,104.0,Appalachian St.,1111,98.0,14.33
186,11/16/2017,LSU,1261,105.0,Samford,1359,86.0,9.38
187,11/16/2017,La Salle,1247,81.0,South Alabama,1375,73.0,13.09
188,11/16/2017,Michigan,1276,61.0,Southern Miss,1379,47.0,26.8
189,11/16/2017,Middle Tenn St.,1292,63.0,Belmont,1125,69.0,6.54
190,11/16/2017,Morehead St.,1287,86.0,Marshall,1267,83.0,-2.84
191,11/16/2017,Ohio St.,1326,82.0,Texas Southern,1411,64.0,16.03
192,11/16/2017,Oklahoma St.,1329,91.0,Oral Roberts,1331,48.0,21.64
193,11/16/2017,South Carolina,1376,65.0,Illinois St.,1229,69.0,8.71
194,11/16/2017,Southern Utah,1381,81.0,San Jose St.,1363,69.0,-3.61
195,11/16/2017,St. John's,1385,79.0,Nebraska,1304,56.0,6.27
196,11/16/2017,Temple,1396,76.0,Old Dominion,1330,65.0,1.36
197,11/16/2017,Tulsa,1409,81.0,Western Michigan,1444,74.0,1.5
198,11/16/2017,UTEP,1431,56.0,Boise St.,1129,58.0,-6.75
199,11/16/2017,Utah,1428,77.0,Missouri,1281,59.0,2.24
200,11/16/2017,Virginia Tech,1439,71.0,Saint Louis,1387,77.0,13.6
201,11/16/2017,Washington,1449,70.0,Providence,1344,77.0,-7.63
202,11/16/2017,Wisconsin,1458,70.0,Xavier,1462,80.0,3.04
203,11/17/2017,Arizona St.,1113,97.0,Northern Arizona,1319,62.0,22.36
204,11/17/2017,Arkansas,1116,83.0,Fresno St.,1201,75.0,13.75
205,11/17/2017,Boise St.,1129,82.0,Illinois St.,1229,64.0,-1.06
206,11/17/2017,Bradley,1133,64.0,Vermont,1436,65.0,-7.43
207,11/17/2017,Colorado,1160,70.0,Quinnipiac,1346,69.0,16.39
208,11/17/2017,Colorado St.,1161,53.0,Tulane,1408,80.0,5.22
209,11/17/2017,Dayton,1173,79.0,Ohio,1325,65.0,4.27
210,11/17/2017,Eastern Illinois,1183,80.0,IUPUI,1237,79.0,4.58
211,11/17/2017,Florida International,1198,87.0,Elon,1189,95.0,-10.55
212,11/17/2017,Florida St.,1199,67.0,Fordham,1200,43.0,15.02
213,11/17/2017,Hofstra,1220,59.0,Clemson,1155,78.0,-7.47
214,11/17/2017,Houston,1222,80.0,Drexel,1180,84.0,14.49
215,11/17/2017,Illinois,1228,82.0,DePaul,1177,73.0,9.51
216,11/17/2017,James Madison,1241,78.0,Northern Kentucky,1297,87.0,-8.58
217,11/17/2017,Kansas,1242,98.0,South Dakota St.,1355,64.0,20.68
218,11/17/2017,Kansas St.,1243,71.0,UC Irvine,1414,49.0,13.92
219,11/17/2017,Kentucky,1246,78.0,East Tennessee St.,1190,61.0,18.18
220,11/17/2017,Liberty,1251,48.0,Mercer,1273,63.0,0.48
221,11/17/2017,Louisville,1257,87.0,Nebraska Omaha,1303,78.0,24.99
222,11/17/2017,Miami-Ohio,1275,78.0,LIU Brooklyn,1254,74.0,2.92
223,11/17/2017,Mississippi,1279,77.0,Georgia St.,1209,72.0,8.86
224,11/17/2017,New Mexico St.,1308,75.0,New Mexico,1307,56.0,1.04
225,11/17/2017,Old Dominion,1330,62.0,Indiana St.,1232,44.0,1.84
226,11/17/2017,Oregon,1332,114.0,Alabama St.,1106,56.0,33.37
227,11/17/2017,Penn St.,1336,79.0,Columbia,1162,65.0,12.72
228,11/17/2017,Pepperdine,1337,82.0,Northern Colorado,1294,84.0,4.14
229,11/17/2017,SW Missouri St.,1283,54.0,North Dakota St.,1295,57.0,9.68
230,11/17/2017,Saint Louis,1387,63.0,Providence,1344,90.0,-9.45
231,11/17/2017,San Francisco,1362,69.0,CS Sacramento,1170,56.0,12.41
232,11/17/2017,Stanford,1390,73.0,Northeastern,1318,59.0,6.79
233,11/17/2017,Temple,1396,88.0,Auburn,1120,74.0,-3.82
234,11/17/2017,Texas A&M,1401,84.0,UC Santa Barbara,1364,65.0,22.89
235,11/17/2017,Texas San Antonio,1427,69.0,Coastal Carolina,1157,83.0,-3.4
236,11/17/2017,Tulsa,1409,78.0,Iowa St.,1235,80.0,-4.88
237,11/17/2017,UCLA,1417,96.0,South Carolina St.,1354,68.0,31.97
238,11/17/2017,UNLV,1424,91.0,Eastern Washington,1186,76.0,6.92
239,11/17/2017,UTEP,1431,56.0,South Carolina,1376,80.0,-11.41
240,11/17/2017,VA Commonwealth,1433,67.0,Virginia,1438,76.0,-4.94
241,11/17/2017,Villanova,1437,104.0,Lafayette,1248,57.0,29.96
242,11/17/2017,Wake Forest,1448,74.0,Drake,1179,77.0,10.1
243,11/17/2017,Washington,1449,79.0,Virginia Tech,1439,103.0,-7.94
244,11/17/2017,Weber St.,1451,72.0,Iona,1233,80.0,-2.09
245,11/17/2017,Western Michigan,1444,86.0,Appalachian St.,1111,67.0,4.77
247,11/18/2017,Akron,1103,76.0,Tennessee-Martin,1404,59.0,8.21
248,11/18/2017,BYU,1140,75.0,Texas Arlington,1426,89.0,6.56
249,11/18/2017,Belmont,1125,93.0,Houston Baptist,1223,88.0,18.63
250,11/18/2017,Boston College,1130,64.0,Texas Tech,1403,75.0,-5.97
251,11/18/2017,Butler,1139,82.0,Furman,1202,65.0,11.26
252,11/18/2017,Cal Riverside,1415,82.0,Portland St.,1340,94.0,3.44
253,11/18/2017,Canisius,1145,104.0,Youngstown St.,1464,84.0,6.51
254,11/18/2017,Central Florida,1416,75.0,William & Mary,1456,64.0,14.62
255,11/18/2017,Coastal Carolina,1157,67.0,Vermont,1436,80.0,-5.31
256,11/18/2017,Colorado,1160,86.0,Drake,1179,81.0,8.96
257,11/18/2017,Detroit,1178,71.0,Seattle,1370,102.0,3.05
258,11/18/2017,Drexel,1180,59.0,Mercer,1273,78.0,-6.87
259,11/18/2017,George Mason,1206,78.0,CS Northridge,1169,73.0,11.98
260,11/18/2017,Gonzaga,1211,79.0,Utah St.,1429,66.0,18.35
261,11/18/2017,Hartford,1216,84.0,LIU Brooklyn,1254,86.0,-4.59
262,11/18/2017,Houston,1222,68.0,Liberty,1251,66.0,8.76
263,11/18/2017,Illinois-Chicago,1227,51.0,IPFW,1236,67.0,3.0
264,11/18/2017,Iona,1233,72.0,Northern Kentucky,1297,85.0,0.02
265,11/18/2017,Louisiana Tech,1256,71.0,Montana St.,1286,58.0,8.91
266,11/18/2017,Manhattan,1264,73.0,Harvard,1217,69.0,-3.89
267,11/18/2017,Maryland,1268,80.0,Bucknell,1137,78.0,13.5
268,11/18/2017,NC Charlotte,1150,72.0,Charleston,1158,81.0,-3.82
269,11/18/2017,Northwestern,1321,82.0,La Salle,1247,74.0,6.61
270,11/18/2017,Oregon St.,1333,89.0,Long Beach St.,1253,81.0,2.4
271,11/18/2017,Pacific,1334,74.0,Nevada,1305,89.0,-13.13
272,11/18/2017,Purdue,1345,106.0,Fairfield,1193,64.0,21.95
273,11/18/2017,Santa Clara,1365,59.0,Cal Poly SLO,1142,63.0,10.11
274,11/18/2017,Seton Hall,1371,82.0,NJIT,1312,53.0,23.74
275,11/18/2017,South Alabama,1375,68.0,Maine,1263,46.0,10.45
276,11/18/2017,St. Joseph's PA,1386,71.0,Princeton,1343,58.0,0.18
277,11/18/2017,St. Peter's,1389,70.0,Sacred Heart,1357,61.0,6.83
278,11/18/2017,Tennessee St.,1398,65.0,Middle Tenn St.,1292,75.0,-6.22
279,11/18/2017,Texas San Antonio,1427,69.0,Bradley,1133,71.0,-5.99
280,11/18/2017,Toledo,1405,87.0,Oakland,1324,74.0,0.21
281,11/18/2017,Wake Forest,1448,72.0,Quinnipiac,1346,55.0,14.34
282,11/18/2017,Washington St.,1450,83.0,Idaho St.,1226,62.0,13.38
283,11/18/2017,Weber St.,1451,73.0,James Madison,1241,65.0,7.59
284,11/18/2017,Wisconsin-Milwaukee,1454,66.0,Florida International,1198,51.0,13.28
285,11/18/2017,Wright St.,1460,61.0,Murray St.,1293,80.0,2.59
286,11/19/2017,Appalachian St.,1111,76.0,UTEP,1431,72.0,-4.53
287,11/19/2017,Arizona St.,1113,99.0,UC Irvine,1414,78.0,10.84
288,11/19/2017,Belmont,1125,90.0,Seattle,1370,77.0,14.6
289,11/19/2017,Clemson,1155,60.0,Temple,1396,67.0,1.87
290,11/19/2017,Colorado,1160,79.0,Mercer,1273,70.0,1.75
291,11/19/2017,Dayton,1173,67.0,Old Dominion,1330,75.0,2.91
292,11/19/2017,Detroit,1178,116.0,Houston Baptist,1223,109.0,-1.73
293,11/19/2017,Drake,1179,90.0,Drexel,1180,88.0,2.57
294,11/19/2017,Florida,1196,70.0,New Hampshire,1306,63.0,26.23
295,11/19/2017,Florida St.,1199,90.0,Colorado St.,1161,73.0,12.14
296,11/19/2017,Hofstra,1220,78.0,Auburn,1120,89.0,-6.7
297,11/19/2017,Illinois,1228,91.0,Marshall,1267,74.0,12.78
298,11/19/2017,Indiana,1231,70.0,South Florida,1378,53.0,14.95
299,11/19/2017,Iona,1233,84.0,Coastal Carolina,1157,89.0,3.91
300,11/19/2017,Iowa St.,1235,75.0,Boise St.,1129,64.0,0.09
301,11/19/2017,James Madison,1241,77.0,Texas San Antonio,1427,90.0,0.71
302,11/19/2017,La Salle,1247,61.0,Boston College,1130,82.0,0.14
303,11/19/2017,Loyola-Chicago,1260,88.0,Samford,1359,67.0,10.49
304,11/19/2017,Massachusetts,1269,101.0,Niagara,1310,76.0,6.32
305,11/19/2017,Miami-Ohio,1275,58.0,Hartford,1216,68.0,9.8
306,11/19/2017,Michigan St.,1277,93.0,Stony Brook,1392,71.0,22.23
307,11/19/2017,Minnesota,1278,92.0,Western Carolina,1441,64.0,28.85
308,11/19/2017,Nebraska,1304,92.0,North Dakota,1315,70.0,7.4
309,11/19/2017,Northern Kentucky,1297,64.0,Vermont,1436,66.0,-3.05
310,11/19/2017,Northwestern,1321,49.0,Texas Tech,1403,85.0,-1.69
311,11/19/2017,Ohio,1325,96.0,Indiana St.,1232,94.0,2.13
312,11/19/2017,Ohio St.,1326,80.0,Northeastern,1318,55.0,12.47
313,11/19/2017,Oregon,1332,95.0,Ball St.,1123,71.0,18.37
314,11/19/2017,Quinnipiac,1346,72.0,Liberty,1251,84.0,-8.15
315,11/19/2017,Sacred Heart,1357,69.0,Maine,1263,68.0,5.28
316,11/19/2017,San Jose St.,1363,61.0,St. Mary's,1388,79.0,-18.16
317,11/19/2017,South Alabama,1375,54.0,St. Peter's,1389,49.0,-4.26
318,11/19/2017,Tulane,1408,63.0,Fordham,1200,55.0,3.32
319,11/19/2017,Tulsa,1409,68.0,Illinois St.,1229,84.0,-1.1
320,11/19/2017,Vanderbilt,1435,89.0,USC,1425,93.0,-0.79
321,11/19/2017,Virginia,1438,73.0,Monmouth,1284,53.0,15.71
322,11/19/2017,Wake Forest,1448,73.0,Houston,1222,78.0,-0.85
323,11/19/2017,Weber St.,1451,64.0,Bradley,1133,70.0,-0.3
324,11/19/2017,Western Michigan,1444,66.0,South Carolina,1376,79.0,-11.14
325,11/19/2017,Wisconsin-Milwaukee,1454,72.0,Elon,1189,71.0,4.04
326,11/20/2017,Cincinnati,1153,73.0,Buffalo,1138,67.0,11.83
327,11/20/2017,Duke,1181,92.0,Furman,1202,63.0,20.28
328,11/20/2017,East Carolina,1187,72.0,Cleveland St.,1156,69.0,4.87
329,11/20/2017,Eastern Kentucky,1184,70.0,Prairie View,1341,80.0,8.96
330,11/20/2017,Florida Atlantic,1194,52.0,Towson,1406,76.0,-11.59
331,11/20/2017,George Washington,1203,65.0,Rider,1351,67.0,4.26
332,11/20/2017,Georgia St.,1209,68.0,Eastern Washington,1186,50.0,5.2
333,11/20/2017,Iowa,1234,71.0,Louisiana-Lafayette,1418,80.0,4.52
334,11/20/2017,Kansas St.,1243,80.0,Northern Arizona,1319,58.0,27.4
335,11/20/2017,Kentucky,1246,70.0,Troy St.,1407,62.0,20.06
336,11/20/2017,Manhattan,1264,63.0,Mo Kansas City,1282,74.0,4.36
337,11/20/2017,Marquette,1266,94.0,VA Commonwealth,1433,83.0,2.92
338,11/20/2017,Maryland,1268,76.0,Jackson St.,1238,45.0,27.82
339,11/20/2017,Michigan,1276,75.0,LSU,1261,77.0,5.81
340,11/20/2017,Mississippi,1279,74.0,Utah,1428,83.0,-1.62
341,11/20/2017,Mississippi St.,1280,77.0,Wisconsin-Green Bay,1453,68.0,13.49
342,11/20/2017,NC Greensboro,1422,79.0,Delaware,1174,66.0,7.45
343,11/20/2017,Northern Illinois,1296,80.0,Pennsylvania,1335,93.0,-0.95
344,11/20/2017,Oklahoma St.,1329,55.0,Texas A&M,1401,72.0,-2.24
345,11/20/2017,Oral Roberts,1331,64.0,Montana,1285,69.0,-7.95
346,11/20/2017,Pepperdine,1337,84.0,UC Santa Barbara,1364,92.0,-0.81
347,11/20/2017,Pittsburgh,1338,54.0,Penn St.,1336,85.0,-7.73
348,11/20/2017,Portland St.,1340,83.0,Utah St.,1429,79.0,-1.96
349,11/20/2017,SW Missouri St.,1283,73.0,Georgia Southern,1204,74.0,-0.85
